Timestamp,Accelerometer,Encoder,Potentiometer,Pushbutton,Switch
13652,0,0,0,0,0
13685,0,0,0,0,0
13718,0,0,0,0,0
13752,0,0,0,0,0
13786,0,0,0,0,0
13820,0,0,0,0,0
13854,0,0,0,0,0
13887,0,0,0,0,0
13921,0,0,0,0,0
13954,0,0,0,0,0
13988,0,0,0,0,0
14021,0,0,0,0,0
14055,0,0,0,0,0
14088,0,0,0,0,0
14124,0,0,0,0,0
14162,0,0,0,0,0
14199,0,0,0,0,0
14233,0,0,0,0,0
14266,0,0,0,0,0
14310,0,0,0,0,0
14345,0,0,0,0,0
14379,0,0,0,0,0
14412,0,0,0,0,0
14445,0,0,0,0,0
14479,0,0,0,0,0
14513,0,0,0,0,0
14547,0,0,0,0,0
14580,0,0,0,0,0
14614,0,0,0,0,0
14647,0,0,0,0,0
14681,0,0,0,0,0
14714,0,0,0,0,0
14748,0,0,0,0,0
14781,0,0,0,0,0
14822,0,0,0,0,0
14855,0,0,0,0,0
14889,0,0,0,0,0
14922,0,0,0,0,0
14956,0,0,0,0,0
14991,0,0,0,0,0
15025,0,0,0,0,0
15059,0,0,0,0,0
15092,0,0,0,0,0
15125,0,0,0,0,0
15159,0,0,0,0,0
15192,0,0,0,0,0
15226,0,0,0,0,0
15260,0,0,0,0,0
15293,0,0,0,0,0
15328,0,0,0,0,0
15361,0,0,0,0,0
15395,0,0,0,0,0
15429,0,0,0,0,0
15462,0,0,0,0,0
15496,0,0,0,0,0
15529,0,0,0,0,0
15563,0,0,0,0,0
15596,0,0,0,0,0
15630,0,0,0,0,0
15663,0,0,0,0,0
15697,0,0,0,0,0
15730,0,0,0,0,0
15764,0,0,0,0,0
15797,0,0,0,0,0
15832,0,0,0,0,0
15869,0,0,0,0,0
15903,0,0,0,0,0
15936,0,0,0,0,0
15970,0,0,0,0,0
16003,0,0,0,0,0
16037,0,0,0,0,0
16070,0,0,0,0,0
16104,0,0,0,0,0
16139,0,0,0,0,0
16172,0,0,0,0,0
16206,0,0,0,0,0
16239,0,0,0,0,0
16273,0,0,0,0,0
16306,0,0,0,0,0
16341,0,0,0,0,0
16375,0,0,0,0,0
16408,0,0,0,0,0
16442,0,0,0,0,0
16476,0,0,0,0,0
16509,0,0,0,0,0
16543,0,0,0,0,0
16576,0,0,0,0,0
16609,0,0,0,0,0
16643,0,0,0,0,0
16676,0,0,0,0,0
16710,0,0,0,0,0
16743,0,0,0,0,0
16777,0,0,0,0,0
16810,0,0,0,0,0
16845,0,0,0,0,0
16882,0,0,0,0,0
16916,0,0,0,0,0
16949,0,0,0,0,0
16994,0,0,0,0,0
17028,0,0,0,0,0
17062,0,0,0,0,0
17095,0,0,0,0,0
17129,0,0,0,0,0
17163,0,0,0,0,0
17196,0,0,0,0,0
17230,0,0,0,0,0
17263,0,0,0,0,0
17297,0,0,0,0,0
17330,0,0,0,0,0
17374,0,0,0,0,0
17407,0,0,0,0,0
17441,0,0,0,0,0
17474,0,0,0,0,0
17508,0,0,0,0,0
17542,0,0,0,0,0
17575,0,0,0,0,0
17609,0,0,0,0,0
17643,0,0,0,0,0
17676,0,0,0,0,0
17710,0,0,0,0,0
17743,0,0,0,0,0
17777,0,0,0,0,0
17810,0,0,0,0,0
17844,0,0,0,0,0
17879,0,0,0,0,0
17913,0,0,0,0,0
17946,0,0,0,0,0
17980,0,0,0,0,0
18013,0,0,0,0,0
18047,0,0,0,0,0
18080,0,0,0,0,0
18115,0,0,0,0,0
18149,0,0,0,0,0
18183,0,0,0,0,0
18216,0,0,0,0,0
18250,0,0,0,0,0
18283,0,0,0,0,0
18316,0,0,0,0,0
18350,0,0,0,0,0
18385,0,0,0,0,0
18419,0,0,0,0,0
18452,0,0,0,0,0
18485,0,0,0,0,0
18519,0,0,0,0,0
18553,0,0,0,0,0
18586,0,0,0,0,0
18620,0,0,0,0,0
18653,0,0,0,0,0
18686,0,0,0,0,0
18720,0,0,0,0,0
18753,0,0,0,0,0
18787,0,0,0,0,0
18820,0,0,0,0,0
18854,0,0,0,0,0
18888,0,0,0,0,0
18923,0,0,0,0,0
18956,0,0,0,0,0
18991,0,0,0,0,0
19025,0,0,0,0,0
19058,0,0,0,0,0
19092,0,0,0,0,0
19125,0,0,0,0,0
19159,0,0,0,0,0
19193,0,0,0,0,0
19226,0,0,0,0,0
19260,0,0,0,0,0
19293,0,0,0,0,0
19327,0,0,0,0,0
19360,0,0,0,0,0
19395,0,0,0,0,0
19437,0,0,0,0,0
19471,0,0,0,0,0
19504,0,0,0,0,0
19538,0,0,0,0,0
19571,0,0,0,0,0
19605,0,0,0,0,0
19638,0,0,0,0,0
19672,0,0,0,0,0
19705,0,0,0,0,0
19739,0,0,0,0,0
19772,0,0,0,0,0
19806,0,0,0,0,0
19839,0,0,0,0,0
19873,0,0,0,0,0
19908,0,0,0,0,0
19941,0,0,0,0,0
19975,0,0,0,0,0
20008,0,0,0,0,0
20042,0,0,0,0,0
20075,0,0,0,0,0
20109,0,0,0,0,0
